2026-07-03 02:09:07,656 P1376498 INFO ---- Model: ----MSTGAD-b9fc6026----random_seed : 1----req_loss_approach : Normal-Recreation----rec_lambda : 1.0----auxi_lambda : 0.1----Freq Domain : encoder_decoder----Multi Fits : false----train : True----evaluate : False
2026-07-03 02:09:07,656 P1376498 INFO Load from /home/db2003/Desktop/Amr/Tests/Eadro/codes/chunks/SN
2026-07-03 02:09:09,655 P1376498 INFO Fewshot: training with 1.0 of the 70% of the data
2026-07-03 02:09:22,243 P1376498 INFO Trainable Parameters Breakdown:
2026-07-03 02:09:22,244 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,244 P1376498 INFO Reconstruction-Specific Parameters:
2026-07-03 02:09:22,244 P1376498 INFO encoder.spatial_attention.0.node2node.att | shape: (1, 4, 10)                | params: 40
2026-07-03 02:09:52,395 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:09:52,395 P1376498 INFO 5/300 starting... lr: 0.001 para:0.1666666716337204
2026-07-03 02:09:57,230 P1376498 INFO Epoch 5/300, all_loss:6.50897 cls_loss:7.59028 rec_loss:1.10238 [4.81s]; best loss:6.50897, patience : 0
2026-07-03 02:09:58,467 P1376498 INFO pr:0.9978  rc:0.2774  auc:0.9068 ap:0.7982 f1: 0.4341 pred_right: 45900 pred_wrong:900 actu_right: 43563 actu_wrong: 3237
2026-07-03 02:09:58,983 P1376498 INFO pr:0.9913  rc:0.2572  auc:0.9033 ap:0.7920 f1: 0.4084 pred_right: 18856 pred_wrong:344 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:09:59,008 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:09:59,008 P1376498 INFO 6/300 starting... lr: 0.001 para:0.1428571492433548
2026-07-03 02:10:03,925 P1376498 INFO Epoch 6/300, all_loss:6.10474 cls_loss:6.91928 rec_loss:1.21752 [4.89s]; best loss:6.10474, patience : 0
2026-07-03 02:10:05,117 P1376498 INFO pr:0.9978  rc:0.2825  auc:0.9066 ap:0.7903 f1: 0.4404 pred_right: 45882 pred_wrong:918 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:10:05,621 P1376498 INFO pr:0.9915  rc:0.2647  auc:0.9012 ap:0.7817 f1: 0.4179 pred_right: 18846 pred_wrong:354 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:05,643 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:05,643 P1376498 INFO 7/300 starting... lr: 0.001 para:0.125
2026-07-03 02:10:10,785 P1376498 INFO Epoch 7/300, all_loss:5.82364 cls_loss:6.46901 rec_loss:1.30606 [5.12s]; best loss:5.82364, patience : 0
2026-07-03 02:10:11,778 P1376498 INFO pr:0.9555  rc:0.2979  auc:0.9448 ap:0.8338 f1: 0.4542 pred_right: 45789 pred_wrong:1011 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:10:12,201 P1376498 INFO pr:0.9735  rc:0.2768  auc:0.9394 ap:0.8348 f1: 0.4310 pred_right: 18823 pred_wrong:377 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:12,222 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:12,222 P1376498 INFO 8/300 starting... lr: 0.001 para:0.1111111119389534
2026-07-03 02:10:16,703 P1376498 INFO Epoch 8/300, all_loss:5.59248 cls_loss:6.11403 rec_loss:1.42014 [4.45s]; best loss:5.59248, patience : 0
2026-07-03 02:10:17,909 P1376498 INFO pr:0.9370  rc:0.3303  auc:0.9529 ap:0.8514 f1: 0.4885 pred_right: 45658 pred_wrong:1142 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:10:18,395 P1376498 INFO pr:0.9588  rc:0.3160  auc:0.9468 ap:0.8541 f1: 0.4753 pred_right: 18763 pred_wrong:437 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:18,419 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:18,419 P1376498 INFO 9/300 starting... lr: 0.001 para:0.10000000149011612
2026-07-03 02:10:27,365 P1376498 INFO Epoch 9/300, all_loss:5.23381 cls_loss:5.64962 rec_loss:1.49152 [8.89s]; best loss:5.23381, patience : 0
2026-07-03 02:10:29,941 P1376498 INFO pr:0.9365  rc:0.3457  auc:0.9615 ap:0.8758 f1: 0.5050 pred_right: 45603 pred_wrong:1197 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:10:30,568 P1376498 INFO pr:0.9599  rc:0.3250  auc:0.9566 ap:0.8829 f1: 0.4856 pred_right: 18751 pred_wrong:449 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:30,596 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:30,596 P1376498 INFO 10/300 starting... lr: 0.001 para:0.09090909361839294
2026-07-03 02:10:35,892 P1376498 INFO Epoch 10/300, all_loss:5.03775 cls_loss:5.38360 rec_loss:1.57932 [5.27s]; best loss:5.03775, patience : 0
2026-07-03 02:10:37,168 P1376498 INFO pr:0.9216  rc:0.3954  auc:0.9674 ap:0.8989 f1: 0.5533 pred_right: 45410 pred_wrong:1390 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:10:37,775 P1376498 INFO pr:0.9426  rc:0.3839  auc:0.9633 ap:0.8966 f1: 0.5456 pred_right: 18660 pred_wrong:540 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:37,799 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:37,799 P1376498 INFO 11/300 starting... lr: 0.001 para:0.0833333358168602
2026-07-03 02:10:42,842 P1376498 INFO Epoch 11/300, all_loss:4.79904 cls_loss:5.08454 rec_loss:1.65857 [5.02s]; best loss:4.79904, patience : 0
2026-07-03 02:10:44,098 P1376498 INFO pr:0.8733  rc:0.5364  auc:0.9723 ap:0.9131 f1: 0.6646 pred_right: 44811 pred_wrong:1989 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:10:44,624 P1376498 INFO pr:0.8868  rc:0.5317  auc:0.9690 ap:0.9111 f1: 0.6648 pred_right: 18405 pred_wrong:795 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:44,648 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:44,648 P1376498 INFO 12/300 starting... lr: 0.001 para:0.07692307978868484
2026-07-03 02:10:49,669 P1376498 INFO Epoch 12/300, all_loss:4.40959 cls_loss:4.64107 rec_loss:1.63181 [5.00s]; best loss:4.40959, patience : 0
2026-07-03 02:10:50,931 P1376498 INFO pr:0.9132  rc:0.5036  auc:0.9723 ap:0.9174 f1: 0.6491 pred_right: 45015 pred_wrong:1785 actu_right: 43563 actu_wrong: 3237
2026-07-03 02:10:51,468 P1376498 INFO pr:0.9290  rc:0.4834  auc:0.9692 ap:0.9167 f1: 0.6359 pred_right: 18510 pred_wrong:690 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:51,469 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:51,469 P1376498 INFO 13/300 starting... lr: 0.001 para:0.0714285746216774
2026-07-03 02:10:56,447 P1376498 INFO Epoch 13/300, all_loss:4.24657 cls_loss:4.44293 rec_loss:1.69399 [4.96s]; best loss:4.24657, patience : 0
2026-07-03 02:10:57,661 P1376498 INFO pr:0.8991  rc:0.5828  auc:0.9788 ap:0.9309 f1: 0.7072 pred_right: 44699 pred_wrong:2101 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:10:58,148 P1376498 INFO pr:0.9263  rc:0.5686  auc:0.9756 ap:0.9353 f1: 0.7047 pred_right: 18386 pred_wrong:814 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:10:58,172 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:10:58,173 P1376498 INFO 14/300 starting... lr: 0.001 para:0.06666667014360428
2026-07-03 02:11:03,233 P1376498 INFO Epoch 14/300, all_loss:4.00800 cls_loss:4.16871 rec_loss:1.75808 [5.04s]; best loss:4.00800, patience : 0
2026-07-03 02:11:04,515 P1376498 INFO pr:0.7614  rc:0.7886  auc:0.9751 ap:0.9200 f1: 0.7748 pred_right: 43443 pred_wrong:3357 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:11:05,019 P1376498 INFO pr:0.7611  rc:0.7881  auc:0.9703 ap:0.9166 f1: 0.7744 pred_right: 17827 pred_wrong:1373 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:05,043 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:05,043 P1376498 INFO 15/300 starting... lr: 0.001 para:0.0625
2026-07-03 02:11:09,905 P1376498 INFO Epoch 15/300, all_loss:3.81105 cls_loss:3.94587 rec_loss:1.78882 [4.84s]; best loss:3.81105, patience : 0
2026-07-03 02:11:11,224 P1376498 INFO pr:0.7810  rc:0.8493  auc:0.9799 ap:0.9333 f1: 0.8137 pred_right: 43279 pred_wrong:3521 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:11:11,802 P1376498 INFO pr:0.7959  rc:0.8409  auc:0.9771 ap:0.9354 f1: 0.8177 pred_right: 17799 pred_wrong:1401 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:11,828 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:11,828 P1376498 INFO 16/300 starting... lr: 0.001 para:0.05882352963089943
2026-07-03 02:11:16,965 P1376498 INFO Epoch 16/300, all_loss:3.52066 cls_loss:3.62628 rec_loss:1.83070 [5.11s]; best loss:3.52066, patience : 0
2026-07-03 02:11:18,221 P1376498 INFO pr:0.8286  rc:0.8450  auc:0.9828 ap:0.9414 f1: 0.8367 pred_right: 43498 pred_wrong:3302 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:11:18,749 P1376498 INFO pr:0.8327  rc:0.8296  auc:0.9803 ap:0.9455 f1: 0.8311 pred_right: 17879 pred_wrong:1321 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:18,775 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:18,776 P1376498 INFO 17/300 starting... lr: 0.001 para:0.0555555559694767
2026-07-03 02:11:24,337 P1376498 INFO Epoch 17/300, all_loss:3.60250 cls_loss:3.70543 rec_loss:1.85264 [5.56s]; best loss:3.52066, patience : 1
2026-07-03 02:11:25,329 P1376498 INFO pr:0.7386  rc:0.8511  auc:0.9799 ap:0.9340 f1: 0.7908 pred_right: 43063 pred_wrong:3737 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:11:25,742 P1376498 INFO pr:0.7525  rc:0.8484  auc:0.9778 ap:0.9302 f1: 0.7976 pred_right: 17705 pred_wrong:1495 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:25,742 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:25,742 P1376498 INFO 18/300 starting... lr: 0.001 para:0.05263157933950424
2026-07-03 02:11:29,977 P1376498 INFO Epoch 18/300, all_loss:3.44541 cls_loss:3.53412 rec_loss:1.84867 [4.21s]; best loss:3.44541, patience : 0
2026-07-03 02:11:31,169 P1376498 INFO pr:0.8533  rc:0.8725  auc:0.9856 ap:0.9583 f1: 0.8628 pred_right: 43480 pred_wrong:3320 actu_right: 43553 actu_wrong: 3247
2026-07-03 02:11:31,704 P1376498 INFO pr:0.8526  rc:0.8635  auc:0.9826 ap:0.9537 f1: 0.8580 pred_right: 17857 pred_wrong:1343 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:31,728 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:31,729 P1376498 INFO 19/300 starting... lr: 0.001 para:0.05000000074505806
2026-07-03 02:11:38,080 P1376498 INFO Epoch 19/300, all_loss:3.13167 cls_loss:3.19598 rec_loss:1.90976 [6.30s]; best loss:3.13167, patience : 0
2026-07-03 02:11:40,229 P1376498 INFO pr:0.7814  rc:0.9136  auc:0.9855 ap:0.9480 f1: 0.8423 pred_right: 43012 pred_wrong:3788 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:11:41,097 P1376498 INFO pr:0.7848  rc:0.9020  auc:0.9826 ap:0.9502 f1: 0.8393 pred_right: 17676 pred_wrong:1524 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:41,097 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:41,097 P1376498 INFO 20/300 starting... lr: 0.001 para:0.0476190485060215
2026-07-03 02:11:48,163 P1376498 INFO Epoch 20/300, all_loss:3.01743 cls_loss:3.07146 rec_loss:1.93675 [7.04s]; best loss:3.01743, patience : 0
2026-07-03 02:11:49,446 P1376498 INFO pr:0.7957  rc:0.9214  auc:0.9877 ap:0.9594 f1: 0.8540 pred_right: 43045 pred_wrong:3755 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:11:49,987 P1376498 INFO pr:0.8007  rc:0.9118  auc:0.9852 ap:0.9594 f1: 0.8526 pred_right: 17690 pred_wrong:1510 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:49,988 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:49,988 P1376498 INFO 21/300 starting... lr: 0.001 para:0.04545454680919647
2026-07-03 02:11:54,887 P1376498 INFO Epoch 21/300, all_loss:2.88710 cls_loss:2.93112 rec_loss:1.96275 [4.88s]; best loss:2.88710, patience : 0
2026-07-03 02:11:56,187 P1376498 INFO pr:0.8292  rc:0.9139  auc:0.9883 ap:0.9645 f1: 0.8695 pred_right: 43228 pred_wrong:3572 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:11:56,721 P1376498 INFO pr:0.8245  rc:0.8997  auc:0.9843 ap:0.9590 f1: 0.8604 pred_right: 17753 pred_wrong:1447 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:11:56,746 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:11:56,746 P1376498 INFO 22/300 starting... lr: 0.001 para:0.043478261679410934
2026-07-03 02:12:01,518 P1376498 INFO Epoch 22/300, all_loss:2.80315 cls_loss:2.84116 rec_loss:1.96686 [4.75s]; best loss:2.80315, patience : 0
2026-07-03 02:12:02,742 P1376498 INFO pr:0.8846  rc:0.9018  auc:0.9899 ap:0.9727 f1: 0.8931 pred_right: 43499 pred_wrong:3301 actu_right: 43562 actu_wrong: 3238
2026-07-03 02:12:03,240 P1376498 INFO pr:0.8785  rc:0.8891  auc:0.9877 ap:0.9684 f1: 0.8838 pred_right: 17858 pred_wrong:1342 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:03,265 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:03,265 P1376498 INFO 23/300 starting... lr: 0.001 para:0.0416666679084301
2026-07-03 02:12:08,112 P1376498 INFO Epoch 23/300, all_loss:2.65449 cls_loss:2.68472 rec_loss:1.95928 [4.82s]; best loss:2.65449, patience : 0
2026-07-03 02:12:09,390 P1376498 INFO pr:0.9015  rc:0.8870  auc:0.9895 ap:0.9684 f1: 0.8942 pred_right: 43612 pred_wrong:3188 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:12:09,954 P1376498 INFO pr:0.9023  rc:0.8778  auc:0.9874 ap:0.9690 f1: 0.8899 pred_right: 17910 pred_wrong:1290 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:09,982 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:09,982 P1376498 INFO 24/300 starting... lr: 0.001 para:0.03999999910593033
2026-07-03 02:12:14,940 P1376498 INFO Epoch 24/300, all_loss:2.57329 cls_loss:2.59706 rec_loss:2.00269 [4.93s]; best loss:2.57329, patience : 0
2026-07-03 02:12:16,194 P1376498 INFO pr:0.8021  rc:0.9336  auc:0.9900 ap:0.9644 f1: 0.8629 pred_right: 43030 pred_wrong:3770 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:12:16,712 P1376498 INFO pr:0.7970  rc:0.9238  auc:0.9882 ap:0.9622 f1: 0.8557 pred_right: 17663 pred_wrong:1537 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:16,712 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:16,712 P1376498 INFO 25/300 starting... lr: 0.001 para:0.03846153989434242
2026-07-03 02:12:21,757 P1376498 INFO Epoch 25/300, all_loss:2.44906 cls_loss:2.46676 rec_loss:2.00675 [5.02s]; best loss:2.44906, patience : 0
2026-07-03 02:12:23,101 P1376498 INFO pr:0.8499  rc:0.9438  auc:0.9916 ap:0.9706 f1: 0.8944 pred_right: 43203 pred_wrong:3597 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:12:23,632 P1376498 INFO pr:0.8574  rc:0.9389  auc:0.9894 ap:0.9667 f1: 0.8963 pred_right: 17748 pred_wrong:1452 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:23,655 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:23,656 P1376498 INFO 26/300 starting... lr: 0.001 para:0.03703703731298447
2026-07-03 02:12:28,632 P1376498 INFO Epoch 26/300, all_loss:2.35182 cls_loss:2.36457 rec_loss:2.02044 [4.95s]; best loss:2.35182, patience : 0
2026-07-03 02:12:29,893 P1376498 INFO pr:0.8944  rc:0.9410  auc:0.9927 ap:0.9741 f1: 0.9171 pred_right: 43391 pred_wrong:3409 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:12:30,393 P1376498 INFO pr:0.9015  rc:0.9321  auc:0.9905 ap:0.9721 f1: 0.9166 pred_right: 17829 pred_wrong:1371 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:30,418 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:30,419 P1376498 INFO 27/300 starting... lr: 0.001 para:0.0357142873108387
2026-07-03 02:12:35,399 P1376498 INFO Epoch 27/300, all_loss:2.32834 cls_loss:2.33856 rec_loss:2.05243 [4.95s]; best loss:2.32834, patience : 0
2026-07-03 02:12:36,598 P1376498 INFO pr:0.8632  rc:0.9506  auc:0.9930 ap:0.9742 f1: 0.9048 pred_right: 43232 pred_wrong:3568 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:12:37,096 P1376498 INFO pr:0.8582  rc:0.9404  auc:0.9891 ap:0.9691 f1: 0.8974 pred_right: 17747 pred_wrong:1453 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:37,096 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:37,096 P1376498 INFO 28/300 starting... lr: 0.001 para:0.03448275849223137
2026-07-03 02:12:42,476 P1376498 INFO Epoch 28/300, all_loss:2.20176 cls_loss:2.20677 rec_loss:2.06158 [5.36s]; best loss:2.20176, patience : 0
2026-07-03 02:12:43,533 P1376498 INFO pr:0.8152  rc:0.9519  auc:0.9929 ap:0.9649 f1: 0.8783 pred_right: 43017 pred_wrong:3783 actu_right: 43560 actu_wrong: 3240
2026-07-03 02:12:43,985 P1376498 INFO pr:0.8181  rc:0.9397  auc:0.9907 ap:0.9658 f1: 0.8747 pred_right: 17677 pred_wrong:1523 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:43,986 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:43,986 P1376498 INFO 29/300 starting... lr: 0.001 para:0.03333333507180214
2026-07-03 02:12:48,403 P1376498 INFO Epoch 29/300, all_loss:2.19790 cls_loss:2.20334 rec_loss:2.03999 [4.40s]; best loss:2.19790, patience : 0
2026-07-03 02:12:49,537 P1376498 INFO pr:0.9075  rc:0.9503  auc:0.9943 ap:0.9814 f1: 0.9284 pred_right: 43406 pred_wrong:3394 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:12:49,988 P1376498 INFO pr:0.9057  rc:0.9419  auc:0.9920 ap:0.9778 f1: 0.9235 pred_right: 17821 pred_wrong:1379 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:12:50,009 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:12:50,009 P1376498 INFO 30/300 starting... lr: 0.001 para:0.032258063554763794
2026-07-03 02:12:57,798 P1376498 INFO Epoch 30/300, all_loss:2.09044 cls_loss:2.09129 rec_loss:2.06506 [7.74s]; best loss:2.09044, patience : 0
2026-07-03 02:13:01,236 P1376498 INFO pr:0.8686  rc:0.9506  auc:0.9936 ap:0.9787 f1: 0.9078 pred_right: 43253 pred_wrong:3547 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:13:02,033 P1376498 INFO pr:0.8702  rc:0.9457  auc:0.9918 ap:0.9756 f1: 0.9064 pred_right: 17759 pred_wrong:1441 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:02,033 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:02,033 P1376498 INFO 31/300 starting... lr: 0.001 para:0.03125
2026-07-03 02:13:07,526 P1376498 INFO Epoch 31/300, all_loss:2.04836 cls_loss:2.04642 rec_loss:2.10843 [5.47s]; best loss:2.04836, patience : 0
2026-07-03 02:13:08,822 P1376498 INFO pr:0.8880  rc:0.9620  auc:0.9951 ap:0.9805 f1: 0.9235 pred_right: 43291 pred_wrong:3509 actu_right: 43561 actu_wrong: 3239
2026-07-03 02:13:09,357 P1376498 INFO pr:0.8910  rc:0.9495  auc:0.9914 ap:0.9769 f1: 0.9193 pred_right: 17787 pred_wrong:1413 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:09,357 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:09,357 P1376498 INFO 32/300 starting... lr: 0.001 para:0.03030303120613098
2026-07-03 02:13:14,383 P1376498 INFO Epoch 32/300, all_loss:1.87151 cls_loss:1.86409 rec_loss:2.10899 [5.00s]; best loss:1.87151, patience : 0
2026-07-03 02:13:15,642 P1376498 INFO pr:0.9110  rc:0.9559  auc:0.9956 ap:0.9768 f1: 0.9329 pred_right: 43396 pred_wrong:3404 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:13:16,172 P1376498 INFO pr:0.9153  rc:0.9374  auc:0.9935 ap:0.9809 f1: 0.9262 pred_right: 17842 pred_wrong:1358 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:16,197 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:16,197 P1376498 INFO 33/300 starting... lr: 0.001 para:0.029411764815449715
2026-07-03 02:13:21,122 P1376498 INFO Epoch 33/300, all_loss:1.90156 cls_loss:1.89390 rec_loss:2.15444 [4.92s]; best loss:1.87151, patience : 1
2026-07-03 02:13:22,380 P1376498 INFO pr:0.9221  rc:0.9201  auc:0.9964 ap:0.9822 f1: 0.9211 pred_right: 43566 pred_wrong:3234 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:13:22,907 P1376498 INFO pr:0.9265  rc:0.9035  auc:0.9942 ap:0.9836 f1: 0.9149 pred_right: 17907 pred_wrong:1293 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:22,907 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:22,907 P1376498 INFO 34/300 starting... lr: 0.001 para:0.02857142873108387
2026-07-03 02:13:27,934 P1376498 INFO Epoch 34/300, all_loss:1.86269 cls_loss:1.85542 rec_loss:2.10988 [5.00s]; best loss:1.86269, patience : 0
2026-07-03 02:13:29,172 P1376498 INFO pr:0.9033  rc:0.9593  auc:0.9965 ap:0.9838 f1: 0.9305 pred_right: 43356 pred_wrong:3444 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:13:29,705 P1376498 INFO pr:0.9047  rc:0.9525  auc:0.9949 ap:0.9828 f1: 0.9280 pred_right: 17804 pred_wrong:1396 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:29,705 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:29,706 P1376498 INFO 35/300 starting... lr: 0.001 para:0.02777777798473835
2026-07-03 02:13:34,705 P1376498 INFO Epoch 35/300, all_loss:1.74461 cls_loss:1.73171 rec_loss:2.19625 [4.98s]; best loss:1.74461, patience : 0
2026-07-03 02:13:35,969 P1376498 INFO pr:0.9151  rc:0.9639  auc:0.9961 ap:0.9820 f1: 0.9389 pred_right: 43383 pred_wrong:3417 actu_right: 43556 actu_wrong: 3244
2026-07-03 02:13:36,479 P1376498 INFO pr:0.9205  rc:0.9517  auc:0.9923 ap:0.9824 f1: 0.9359 pred_right: 17829 pred_wrong:1371 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:36,504 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:36,504 P1376498 INFO 36/300 starting... lr: 0.001 para:0.027027027681469917
2026-07-03 02:13:41,478 P1376498 INFO Epoch 36/300, all_loss:1.72092 cls_loss:1.70846 rec_loss:2.16980 [4.94s]; best loss:1.72092, patience : 0
2026-07-03 02:13:42,765 P1376498 INFO pr:0.8537  rc:0.9587  auc:0.9956 ap:0.9757 f1: 0.9031 pred_right: 43158 pred_wrong:3642 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:13:43,266 P1376498 INFO pr:0.8565  rc:0.9449  auc:0.9936 ap:0.9755 f1: 0.8985 pred_right: 17737 pred_wrong:1463 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:43,267 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:43,267 P1376498 INFO 37/300 starting... lr: 0.001 para:0.02631578966975212
2026-07-03 02:13:48,268 P1376498 INFO Epoch 37/300, all_loss:1.71387 cls_loss:1.70208 rec_loss:2.15020 [4.98s]; best loss:1.71387, patience : 0
2026-07-03 02:13:49,512 P1376498 INFO pr:0.9016  rc:0.9716  auc:0.9975 ap:0.9875 f1: 0.9353 pred_right: 43305 pred_wrong:3495 actu_right: 43557 actu_wrong: 3243
2026-07-03 02:13:50,044 P1376498 INFO pr:0.9000  rc:0.9638  auc:0.9957 ap:0.9866 f1: 0.9308 pred_right: 17780 pred_wrong:1420 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:50,045 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:50,045 P1376498 INFO 38/300 starting... lr: 0.001 para:0.025641025975346565
2026-07-03 02:13:54,800 P1376498 INFO Epoch 38/300, all_loss:1.62633 cls_loss:1.61219 rec_loss:2.16379 [4.73s]; best loss:1.62633, patience : 0
2026-07-03 02:13:57,168 P1376498 INFO pr:0.8980  rc:0.9584  auc:0.9968 ap:0.9840 f1: 0.9272 pred_right: 43340 pred_wrong:3460 actu_right: 43558 actu_wrong: 3242
2026-07-03 02:13:57,586 P1376498 INFO pr:0.9013  rc:0.9502  auc:0.9943 ap:0.9816 f1: 0.9251 pred_right: 17802 pred_wrong:1398 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:13:57,586 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:13:57,587 P1376498 INFO 39/300 starting... lr: 0.001 para:0.02500000037252903
2026-07-03 02:14:01,660 P1376498 INFO Epoch 39/300, all_loss:1.57282 cls_loss:1.55740 rec_loss:2.17412 [4.05s]; best loss:1.57282, patience : 0
2026-07-03 02:14:02,746 P1376498 INFO pr:0.9045  rc:0.9676  auc:0.9977 ap:0.9880 f1: 0.9350 pred_right: 43333 pred_wrong:3467 actu_right: 43559 actu_wrong: 3241
2026-07-03 02:14:03,229 P1376498 INFO pr:0.9013  rc:0.9570  auc:0.9956 ap:0.9850 f1: 0.9283 pred_right: 17792 pred_wrong:1408 actu_right: 17874 actu_wrong: 1326
2026-07-03 02:14:03,229 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:14:03,230 P1376498 INFO 40/300 starting... lr: 0.001 para:0.024390242993831635
